customer_id_num,product_cat_num,review_score
0,0,1
0,0,1
1,1,1
2,2,1
2,2,1
2,2,1
3,3,1
4,4,4
5,5,4
6,5,1
7,5,3
8,0,1
10,7,5
11,0,1
12,8,5
13,9,1
14,0,5
15,10,5
16,0,5
17,11,1
18,12,5
19,13,2
20,0,5
20,0,5
21,14,3
22,7,3
23,5,5
24,0,5
24,0,5
24,0,5
24,0,5
24,0,5
24,0,5
24,0,5
25,2,4
26,8,1
27,15,5
28,7,5
29,0,3
30,0,5
31,14,5
32,14,5
33,1,1
34,0,1
35,2,1
35,2,1
36,14,4
37,9,5
38,7,5
39,2,5
40,9,1
41,15,5
42,0,5
43,14,5
44,2,1
45,14,4
46,7,1
46,7,1
47,2,1
48,0,5
48,0,5
49,5,1
50,2,4
51,16,2
52,2,4
53,8,5
54,1,5
55,8,5
56,7,5
58,3,5
59,2,1
60,5,5
61,13,1
62,0,3
62,0,3
64,3,4
64,3,4
65,0,5
66,11,5
66,11,5
67,2,4
68,17,5
69,14,5
70,0,5
70,18,5
70,18,5
70,0,5
71,19,1
72,13,1
73,13,5
74,2,1
74,2,1
74,2,1
75,7,1
76,20,4
77,2,5
78,7,4
79,14,5
80,16,1
81,10,5
82,12,5
83,12,1
84,14,5
84,14,5
85,14,5
86,21,5
86,21,5
86,21,5
86,21,5
86,21,5
86,21,5
87,18,5
88,1,4
88,1,4
89,22,1
90,21,3
90,21,3
91,3,1
92,1,5
93,12,1
94,5,5
95,2,1
96,11,5
96,11,5
96,11,5
96,11,5
97,7,4
98,12,3
99,7,5
100,3,1
100,3,1
101,0,2
101,0,2
101,0,2
101,0,2
101,0,2
102,8,5
103,7,5
104,0,1
105,2,5
106,23,5
107,0,4
108,0,5
109,24,1
110,7,1
111,7,5
112,13,5
113,0,1
114,2,1
115,0,1
116,2,4
116,2,4
117,4,5
118,12,5
119,21,5
119,21,5
120,13,4
121,14,5
122,18,5
123,4,5
124,2,1
125,14,5
125,14,5
126,2,5
127,7,4
128,3,2
129,25,4
130,13,1
130,13,1
130,13,1
130,13,1
131,22,5
132,25,3
133,1,5
134,26,4
135,5,1
136,15,1
137,14,4
138,8,1
139,2,1
139,2,1
140,5,5
141,9,5
141,9,5
143,15,1
144,2,1
145,17,5
146,0,4
147,14,5
148,0,3
149,15,5
150,5,5
151,26,2
151,26,2
152,7,5
153,26,5
154,1,5
155,3,4
156,0,4
157,14,5
158,7,4
159,10,3
161,14,1
162,14,1
162,14,1
162,14,1
163,7,5
164,2,4
166,13,1
167,14,5
168,16,1
169,0,5
170,13,5
171,15,4
172,12,4
173,7,1
174,2,4
175,14,5
176,13,1
177,7,1
177,7,1
178,10,3
179,9,1
179,9,1
179,9,1
180,7,5
181,1,5
182,15,4
183,3,5
184,2,5
185,21,5
186,20,5
187,14,1
188,14,5
190,2,1
191,3,5
191,3,5
192,0,5
193,0,5
194,12,1
195,14,5
196,0,4
197,2,5
198,2,1
199,27,5
200,25,5
200,25,5
201,15,5
202,5,3
203,11,1
203,11,1
205,0,2
206,0,3
207,4,5
208,8,4
209,26,5
210,0,3
210,0,3
210,0,3
211,2,5
212,5,5
213,14,5
214,2,4
215,9,4
216,16,3
218,0,1
218,0,1
219,13,1
220,14,5
221,12,1
222,17,5
224,0,5
225,9,4
226,0,3
226,0,3
227,13,5
227,13,5
228,3,5
229,5,5
230,20,4
230,20,4
231,0,3
231,0,4
232,2,5
233,2,5
234,13,1
235,2,5
236,7,1
237,13,5
238,2,5
239,0,5
240,28,5
241,4,1
243,14,5
244,0,5
245,14,5
246,2,5
246,14,5
247,29,5
248,12,1
248,12,1
249,13,4
249,13,4
250,5,5
251,0,3
252,0,1
253,2,1
254,2,5
255,9,4
256,0,4
257,16,1
258,26,1
259,2,5
260,7,5
261,0,1
261,18,1
261,0,1
261,18,1
261,18,1
261,0,1
262,14,5
263,5,5
264,2,4
265,2,5
266,0,5
266,0,5
267,17,1
268,0,5
268,0,5
269,26,5
270,18,4
271,7,4
272,7,5
273,2,4
274,1,3
275,27,5
276,26,4
277,9,5
278,0,5
279,5,4
280,21,1
281,8,1
282,25,5
283,0,5
284,0,1
285,0,5
286,10,4
287,30,5
288,2,3
288,2,3
289,12,5
290,26,1
291,1,1
292,0,5
