customer_id,product_category_name_english,review_score
622e13439d6b5a0b486c435618b2679e,,1
a17dc8aaea9743dbccaca067b5ac3b43,health_beauty,3
258c52543b8045fe23644c47a645c9fb,furniture_decor,5
bce63020814afdf2717e3c9b9ff1534e,furniture_decor,5
e914087f4bedebda8f0dc92e4d095d16,telephony,4
eb6c184537730dfd01497567b6dd15da,furniture_decor,4
15e004d388d75132c9f43433c4073f2a,health_beauty,4
6ad1ab20e1583a1e1d20961b363df092,fashio_female_clothing,3
ae3a3a6fd9128d8617e2cb3a88a7598b,auto,5
44b521ae63ec470874a89c37fcea4c6a,bed_bath_table,4
a87cd99f802b427e5d8ad0f568f71744,computers_accessories,4
a87cd99f802b427e5d8ad0f568f71744,computers_accessories,4
a87cd99f802b427e5d8ad0f568f71744,computers_accessories,4
b974507e8ada31a7590a68117ce93e08,perfumery,5
e8759aed1027f77226dddeb7c7481f11,consoles_games,1
799cceabf612fcd4a2ffaf0df8da6b44,furniture_decor,5
c0dcb00876fc9a5997a03a6503128b45,computers_accessories,5
63470440d292368c0428a4f7ee7c5c86,stationery,5
606ce29a35f60bf161e41d4ea848b9fd,health_beauty,1
a1a724ba9559410e160d1b1e5b1b1ce5,sports_leisure,5
9d4990db1cc3fde3a88bddc0a8d7e548,fashion_bags_accessories,1
b3ff37db557452c87c756f90457fe7b1,agro_industry_and_commerce,3
7c90e33e5d5f35063ed43b54a5957cdb,telephony,4
544bc20592fcfeb460e15c6f312bdf99,health_beauty,4
c4d145f0b58cc33b0c5a5a21e2ee6c4e,garden_tools,5
1edfcdc4a172cc6fc9e97a8e42ca5071,telephony,5
f1ddb964ad9968d0648753d7970799de,cool_stuff,4
f97b261874e04437f1bf4586dbfa1f03,housewares,1
60254511764522cff2afd2174b5aa9eb,garden_tools,4
84303db2453b7c19bef47a0c3e16a71c,health_beauty,5
84303db2453b7c19bef47a0c3e16a71c,health_beauty,5
84303db2453b7c19bef47a0c3e16a71c,health_beauty,5
c0cf2215b00d08e71d80d9d353103fdc,furniture_decor,5
60cdcc92955679b95bc3f9a23b2331e6,furniture_decor,4
973e521911275bab66be08d43c8b3aaa,telephony,5
ec0984f9b037098d69b0c09fd64d0b02,cool_stuff,5
f8ead8fa77e496442ea34c58340a7f5a,bed_bath_table,5
e2fbfd87f1077e0bdd44a5adca62c65f,watches_gifts,4
2aade108824a2318fec68a76c899cea2,home_appliances,3
8130aff1c0475cddc4945c24074dff66,furniture_decor,5
8130aff1c0475cddc4945c24074dff66,furniture_decor,5
8130aff1c0475cddc4945c24074dff66,furniture_decor,5
8130aff1c0475cddc4945c24074dff66,furniture_decor,5
8130aff1c0475cddc4945c24074dff66,furniture_decor,5
8130aff1c0475cddc4945c24074dff66,furniture_decor,5
8130aff1c0475cddc4945c24074dff66,furniture_decor,5
f2d450514f374ebd89036fe92df557bd,watches_gifts,5
0a28d1fd8e38cf81c39dd60eb59ab219,cool_stuff,5
46763c2a0cd789f76306c49835ed260d,bed_bath_table,4
2bf11acc3fc73d36519ca18da97dd2d5,garden_tools,5
a8a5317d28f26fcb8a7ff631c76258a3,office_furniture,4
a8a5317d28f26fcb8a7ff631c76258a3,office_furniture,4
99dbaf35f133854e08dd7de1a74b84bf,telephony,5
bb670618203f9cc6fd8b687f4c5954d6,bed_bath_table,5
586068537ced131bb1950d007e218c6f,cool_stuff,4
ba5596aeedc9f98c563b28d099f01d3c,computers_accessories,5
bf29b64b2a630fedd411e4b836c216e7,air_conditioning,1
a0984b33073988cd7715c8546237843a,perfumery,5
aedfc62ab52a3e4ea642220ccdec91ff,telephony,1
ab23483a16bddfba9362d08402bc07b2,books_technical,4
03a6f3a3935165f5d26f4797ba6039bb,fixed_telephony,2
03a6f3a3935165f5d26f4797ba6039bb,fixed_telephony,2
03a6f3a3935165f5d26f4797ba6039bb,fixed_telephony,2
03a6f3a3935165f5d26f4797ba6039bb,fixed_telephony,2
03a6f3a3935165f5d26f4797ba6039bb,fixed_telephony,2
ac037fe63acefadb797790ae6d6a217e,watches_gifts,3
2d42097081e700cc51db9476e4f077b8,telephony,5
acea0f3313c150db4e2bde9d03b5f2ab,consoles_games,5
81da32b129ca6a2de6af52b124932546,baby,5
c1f69ef3484dda2abe3bbe712c027f68,furniture_decor,1
15d87bc44fdf6834f3ce6ed170fbe473,furniture_decor,3
f0b166f8352e65d1abc1567cf3d79873,telephony,5
762430d281be0814b2eab736518f5354,housewares,4
e91409937a0fd26a57310548858d1762,garden_tools,1
e91409937a0fd26a57310548858d1762,garden_tools,1
e91409937a0fd26a57310548858d1762,garden_tools,1
e91409937a0fd26a57310548858d1762,garden_tools,1
e91409937a0fd26a57310548858d1762,garden_tools,1
e91409937a0fd26a57310548858d1762,garden_tools,1
84cc013dd1790fdafb0fa598695cf3c3,,5
84cc013dd1790fdafb0fa598695cf3c3,,5
84cc013dd1790fdafb0fa598695cf3c3,,5
158db85090bd642aafcc397425ea1b83,health_beauty,3
0dec7b13d0c9ea6f20d475024b1f7184,computers_accessories,2
0dec7b13d0c9ea6f20d475024b1f7184,computers_accessories,2
0dec7b13d0c9ea6f20d475024b1f7184,computers_accessories,2
ca12a8820b7c20dead023c6604cd8f00,health_beauty,4
03a418d38babc71339571a01488aac1f,electronics,4
73ade416b4d7ca66043b57a1daec1348,health_beauty,4
a0c50d02890a8e5a08966030bdcf75db,telephony,5
9c5f1d09799f8e43199c6a90d8d89ca4,pet_shop,4
873967bfecc663740e5d43930cc64b7b,housewares,3
6999f4d337ab6bf57edf289703244131,perfumery,4
c4811776ff3a2c1e027f19ee2860627b,,5
ca67de53c6d54f8e8a64b09036387c0f,electronics,2
359ef52d8f7d03963687f1f864794d2c,furniture_decor,4
3b3a94e8869494140c9338cf3034a920,bed_bath_table,5
3b3a94e8869494140c9338cf3034a920,bed_bath_table,5
3b3a94e8869494140c9338cf3034a920,bed_bath_table,5
3b3a94e8869494140c9338cf3034a920,bed_bath_table,5
3b3a94e8869494140c9338cf3034a920,bed_bath_table,5
