customer_id_num,product_cat_num,review_score
63,2,3
217,0,5
223,0,5
384,1,4
607,0,4
611,2,4
676,23,3
679,12,5
953,18,4
985,13,4
985,13,4
985,13,4
1073,14,5
1081,8,1
1167,0,5
1175,13,5
1178,33,5
1191,2,1
1278,5,5
1281,26,1
1380,37,3
1425,1,4
1426,2,4
1440,17,5
1449,1,5
1450,15,4
2422,9,1
2426,17,4
2435,2,5
2435,2,5
2435,2,5
2562,0,5
2667,0,4
2678,1,5
2980,15,5
3005,18,5
3019,4,4
3031,51,3
3065,0,5
3065,0,5
3065,0,5
3065,0,5
3065,0,5
3065,0,5
3065,0,5
3509,4,5
3783,15,5
3796,18,4
4090,17,5
4095,16,4
4095,16,4
4940,1,5
4942,18,5
4955,15,4
5342,13,5
5352,11,1
5759,14,5
5760,1,1
5768,24,4
5792,10,2
5792,10,2
5792,10,2
5792,10,2
5792,10,2
5989,4,3
6411,1,5
6801,8,5
6883,3,5
6966,0,1
6993,0,3
6997,1,5
7010,9,4
7047,17,1
7047,17,1
7047,17,1
7047,17,1
7047,17,1
7047,17,1
7084,2,3
7103,13,2
7103,13,2
7103,13,2
7133,2,4
7151,22,4
7168,2,4
7186,1,5
7204,25,4
7210,9,3
7372,14,4
7626,22,2
7742,0,4
7793,18,5
7793,18,5
7793,18,5
7793,18,5
7793,18,5
7793,18,5
7793,18,5
7793,18,5
7793,18,5
7793,18,5
7793,18,5
7814,5,5
7822,17,5
7822,17,5
7825,2,5
7855,47,5
8203,0,4
8203,0,4
8532,13,5
8532,13,5
8532,13,5
8554,1,2
8583,13,1
8591,15,5
8594,33,4
8622,9,5
8897,35,5
8916,33,4
8916,33,4
8916,33,4
8928,4,4
8928,4,4
8956,0,3
8975,12,4
8975,12,4
8988,9,5
9536,9,5
9538,15,5
9541,0,5
9570,10,1
9612,17,5
9619,0,5
9641,18,5
9719,15,4
10114,2,4
10125,25,5
10185,13,5
10609,25,5
10718,13,4
11208,33,4
11225,2,1
11295,2,4
11316,17,5
11316,17,5
11572,0,5
11904,17,5
11942,15,3
11945,18,5
11945,18,5
11945,18,5
11991,43,3
11996,18,5
11996,18,5
11996,18,5
11996,18,5
11996,18,5
11996,18,5
11996,18,5
11996,18,5
11996,18,5
11996,18,5
11996,18,5
11996,18,5
11996,18,5
11996,18,5
11996,18,5
11996,18,5
11996,18,5
11996,18,5
11996,18,5
11996,18,5
11996,18,5
11996,18,5
11996,18,5
11996,18,5
11996,18,5
11996,18,5
12228,9,4
12234,1,4
12243,1,5
12251,25,5
12251,25,5
12469,14,5
12497,2,5
12538,13,4
12538,13,4
12538,13,4
12538,13,4
12538,13,4
12538,13,4
12563,15,2
12578,9,5
12578,9,5
12578,9,5
12580,55,5
12890,18,1
13066,2,5
13070,14,5
13076,13,5
13076,13,5
13079,17,5
13117,5,5
13117,5,5
13200,34,1
13211,14,4
13236,12,3
13237,2,5
13298,13,4
13303,16,5
13379,33,5
13529,14,2
13564,22,5
13832,15,5
13832,15,5
